faceoffsLost,shotsAgainst,teamId,teamFullName,gameDate,shootoutGamesWon,ppGoalsFor,shotsFor,otLosses,gameId,shootoutGamesLost,penaltyKillPctg,ppPctg,faceoffWinPctg,gameLocationCode,faceoffsWon,ppOpportunities,wins,ties,goalsFor,opponentTeamAbbrev,gamesPlayed,points,losses,goalsAgainst,teamAbbrev,shNumTimes,ppGoalsAgainst
25,17,22,Edmonton Oilers,2005-10-06T00:00:00Z,0,1,31,0,2005020014,0,1.0,0.1428,0.6153,H,40,7,1,0,4,COL,1,2,0,3,EDM,3,0
27,31,22,Edmonton Oilers,2005-10-09T00:00:00Z,1,2,34,0,2005020036,0,0.75,0.2857,0.6029,H,41,7,1,0,3,VAN,1,2,0,3,EDM,12,3
31,33,22,Edmonton Oilers,2005-10-10T23:30:00Z,0,3,32,0,2005020047,0,1.0,0.375,0.4918,R,30,8,1,0,4,ANA,1,2,0,2,EDM,7,0
34,35,22,Edmonton Oilers,2005-10-11T23:30:00Z,0,0,24,0,2005020053,0,0.8,0.0,0.4426,R,27,6,0,0,1,LAK,1,0,1,3,EDM,10,2
16,25,22,Edmonton Oilers,2005-10-14T23:00:00Z,0,0,36,0,2005020070,0,0.5,0.0,0.7037,H,38,5,0,0,2,DAL,1,0,1,3,EDM,2,1
24,28,22,Edmonton Oilers,2005-10-16T00:00:00Z,0,0,33,0,2005020080,0,0.8571,0.0,0.625,R,40,8,0,0,0,CGY,1,0,1,3,EDM,7,1
20,34,22,Edmonton Oilers,2005-10-18T23:00:00Z,0,1,30,1,2005020092,0,0.7142,0.1666,0.6666,H,40,6,0,0,3,PHX,1,1,0,4,EDM,7,2
22,22,22,Edmonton Oilers,2005-10-20T23:00:00Z,0,0,29,0,2005020106,0,0.8,0.0,0.5849,R,31,6,0,0,1,CGY,1,0,1,3,EDM,5,1
24,32,22,Edmonton Oilers,2005-10-21T23:00:00Z,0,1,22,0,2005020111,0,0.625,0.1666,0.625,H,40,6,0,0,1,COL,1,0,1,7,EDM,8,3
24,32,22,Edmonton Oilers,2005-10-25T23:30:00Z,0,1,28,0,2005020135,0,0.8333,0.125,0.5714,R,32,8,0,0,3,COL,1,0,1,5,EDM,6,1
24,22,22,Edmonton Oilers,2005-10-28T23:30:00Z,0,1,25,0,2005020156,0,0.8571,0.1428,0.5714,R,32,7,1,0,5,DAL,1,2,0,3,EDM,7,1
35,24,22,Edmonton Oilers,2005-10-29T23:00:00Z,0,3,31,0,2005020166,0,0.8571,0.5,0.4262,R,26,6,1,0,5,NSH,1,2,0,1,EDM,7,1
20,24,22,Edmonton Oilers,2005-11-02T00:00:00Z,0,2,35,0,2005020183,0,0.75,0.3333,0.5555,H,25,6,1,0,5,CBJ,1,2,0,1,EDM,4,1
29,38,22,Edmonton Oilers,2005-11-04T00:30:00Z,0,1,25,0,2005020196,0,0.6666,0.25,0.4912,R,28,4,1,0,4,DET,1,2,0,3,EDM,6,2
32,36,22,Edmonton Oilers,2005-11-05T00:00:00Z,0,2,28,0,2005020202,0,1.0,0.3333,0.5294,R,36,6,1,0,7,STL,1,2,0,2,EDM,8,0
25,26,22,Edmonton Oilers,2005-11-08T00:30:00Z,0,0,16,0,2005020223,0,0.8,0.0,0.4791,R,23,5,0,0,0,DAL,1,0,1,4,EDM,5,1
27,27,22,Edmonton Oilers,2005-11-09T00:00:00Z,0,1,33,0,2005020229,0,1.0,0.1428,0.509,R,28,7,0,0,2,NSH,1,0,1,3,EDM,4,0
23,30,22,Edmonton Oilers,2005-11-12T00:00:00Z,0,0,21,0,2005020247,0,1.0,0.0,0.5892,R,33,1,1,0,3,CBJ,1,2,0,1,EDM,5,0
18,19,22,Edmonton Oilers,2005-11-13T23:00:00Z,0,0,27,0,2005020264,0,1.0,0.0,0.6326,R,31,8,0,0,1,CHI,1,0,1,3,EDM,3,0
24,33,22,Edmonton Oilers,2005-11-15T00:00:00Z,0,2,22,0,2005020269,0,0.7142,0.4,0.52,R,26,5,1,0,5,COL,1,2,0,2,EDM,7,2
25,28,22,Edmonton Oilers,2005-11-18T00:00:00Z,0,3,28,0,2005020289,0,0.6666,0.375,0.5967,H,37,8,1,0,6,DET,1,2,0,5,EDM,6,2
31,25,22,Edmonton Oilers,2005-11-20T01:00:00Z,0,2,36,0,2005020305,0,0.8333,0.1818,0.581,H,43,11,0,0,3,CHI,1,0,1,4,EDM,6,1
20,22,22,Edmonton Oilers,2005-11-22T00:00:00Z,1,0,21,0,2005020314,0,0.8333,0.0,0.6774,H,42,5,1,0,1,SJS,1,2,0,1,EDM,6,1
30,25,22,Edmonton Oilers,2005-11-24T00:00:00Z,0,0,28,0,2005020329,0,0.7142,0.0,0.4827,R,28,3,1,0,4,MIN,1,2,0,3,EDM,7,2
25,28,22,Edmonton Oilers,2005-11-26T00:00:00Z,1,0,34,0,2005020345,0,1.0,0.0,0.5901,R,36,5,1,0,1,CGY,1,2,0,1,EDM,5,0
26,17,22,Edmonton Oilers,2005-11-30T00:00:00Z,0,1,31,0,2005020370,0,1.0,0.2,0.48,H,24,5,0,0,2,COL,1,0,1,3,EDM,5,0
21,26,22,Edmonton Oilers,2005-12-02T00:00:00Z,0,0,28,0,2005020385,0,0.5,0.0,0.6111,H,33,1,1,0,5,VAN,1,2,0,3,EDM,4,2
31,26,22,Edmonton Oilers,2005-12-04T01:00:00Z,0,2,40,1,2005020397,0,1.0,0.5,0.4561,H,26,4,0,0,4,BOS,1,1,0,5,EDM,3,0
29,32,22,Edmonton Oilers,2005-12-09T00:00:00Z,0,1,28,0,2005020416,0,0.875,0.2,0.5322,R,33,5,1,0,3,PHI,1,2,0,2,EDM,8,1
32,24,22,Edmonton Oilers,2005-12-11T00:00:00Z,0,1,29,1,2005020431,1,0.7142,0.1111,0.5492,R,39,9,0,0,2,NYI,1,1,0,2,EDM,7,2
27,28,22,Edmonton Oilers,2005-12-14T00:30:00Z,0,0,30,1,2005020451,1,1.0,0.0,0.5344,R,31,5,0,0,1,NJD,1,1,0,1,EDM,9,0
33,19,22,Edmonton Oilers,2005-12-16T00:00:00Z,0,2,28,0,2005020463,0,0.8571,0.25,0.459,H,28,8,1,0,5,MTL,1,2,0,3,EDM,7,1
26,22,22,Edmonton Oilers,2005-12-18T00:00:00Z,0,3,37,0,2005020479,0,1.0,0.3,0.5937,R,38,10,1,0,5,VAN,1,2,0,4,EDM,6,0
24,21,22,Edmonton Oilers,2005-12-20T00:00:00Z,0,1,32,0,2005020488,0,0.6666,0.1666,0.5789,H,33,6,1,0,5,CGY,1,2,0,4,EDM,3,1
32,24,22,Edmonton Oilers,2005-12-22T00:00:00Z,0,2,37,0,2005020501,0,0.4444,0.3333,0.5733,R,43,6,1,0,7,VAN,1,2,0,6,EDM,9,5
30,29,22,Edmonton Oilers,2005-12-24T00:00:00Z,0,3,33,0,2005020521,0,1.0,0.25,0.5945,H,44,12,1,0,5,LAK,1,2,0,3,EDM,12,0
28,23,22,Edmonton Oilers,2005-12-27T00:00:00Z,0,1,28,0,2005020533,0,0.8571,0.1428,0.5333,H,32,7,0,0,1,MIN,1,0,1,4,EDM,7,1
26,23,22,Edmonton Oilers,2005-12-28T23:00:00Z,0,0,30,0,2005020549,0,0.6666,0.0,0.6176,H,42,4,0,0,2,MIN,1,0,1,4,EDM,3,1
29,31,22,Edmonton Oilers,2005-12-31T00:30:00Z,0,2,35,0,2005020563,0,1.0,0.25,0.5735,H,39,8,1,0,4,NSH,1,2,0,2,EDM,6,0
30,25,22,Edmonton Oilers,2006-01-01T01:00:00Z,0,4,30,0,2005020574,0,0.7142,0.5,0.4827,R,28,8,0,0,5,CGY,1,0,1,6,EDM,7,2
15,23,22,Edmonton Oilers,2006-01-04T00:00:00Z,0,1,29,0,2005020590,0,1.0,0.1666,0.75,H,45,6,1,0,5,CHI,1,2,0,0,EDM,3,0
30,19,22,Edmonton Oilers,2006-01-07T22:00:00Z,0,0,38,0,2005020616,0,0.8,0.0,0.5,H,30,5,0,0,2,TOR,1,0,1,3,EDM,5,1
24,18,22,Edmonton Oilers,2006-01-11T00:30:00Z,0,1,31,0,2005020635,0,1.0,0.1666,0.4146,R,17,6,1,0,3,PIT,1,2,0,1,EDM,3,0
33,22,22,Edmonton Oilers,2006-01-13T00:00:00Z,0,2,30,1,2005020645,0,0.9,0.4,0.431,R,25,5,0,0,4,NYR,1,1,0,5,EDM,10,1
28,24,22,Edmonton Oilers,2006-01-15T01:00:00Z,0,2,26,0,2005020665,0,0.8,0.4,0.5,H,28,5,0,0,3,OTT,1,0,1,5,EDM,5,1
29,19,22,Edmonton Oilers,2006-01-17T00:00:00Z,0,0,23,0,2005020676,0,0.8181,0.0,0.5322,H,33,5,0,0,1,BUF,1,0,1,3,EDM,11,2
29,29,22,Edmonton Oilers,2006-01-20T00:30:00Z,1,1,27,0,2005020696,0,0.8571,0.1666,0.5606,R,37,6,1,0,2,SJS,1,2,0,2,EDM,7,1
26,29,22,Edmonton Oilers,2006-01-22T00:00:00Z,0,0,27,1,2005020710,1,1.0,0.0,0.5937,R,38,9,0,0,3,PHX,1,1,0,3,EDM,9,0
28,21,22,Edmonton Oilers,2006-01-24T00:00:00Z,0,0,31,0,2005020722,0,0.6666,0.0,0.4909,H,27,5,0,0,1,CGY,1,0,1,3,EDM,3,1
21,22,22,Edmonton Oilers,2006-01-26T00:00:00Z,0,2,26,0,2005020737,0,0.6666,0.2,0.625,R,35,10,1,0,6,ANA,1,2,0,3,EDM,6,2
27,28,22,Edmonton Oilers,2006-01-27T00:30:00Z,0,1,27,0,2005020749,0,0.8571,0.1428,0.5714,R,36,7,1,0,5,LAK,1,2,0,3,EDM,7,1
34,15,22,Edmonton Oilers,2006-01-29T23:00:00Z,1,0,30,0,2005020765,0,0.875,0.0,0.4848,R,32,8,1,0,3,PHX,1,2,0,3,EDM,8,1
29,19,22,Edmonton Oilers,2006-02-03T00:00:00Z,0,0,28,1,2005020791,1,1.0,0.0,0.5166,H,31,6,0,0,1,CBJ,1,1,0,1,EDM,4,0
16,17,22,Edmonton Oilers,2006-02-05T01:00:00Z,0,2,40,0,2005020809,0,1.0,0.2222,0.7241,H,42,9,1,0,3,VAN,1,2,0,1,EDM,4,0
40,40,22,Edmonton Oilers,2006-02-07T00:00:00Z,1,2,30,0,2005020816,0,1.0,0.4,0.4871,H,38,5,1,0,5,ANA,1,2,0,5,EDM,5,0
32,35,22,Edmonton Oilers,2006-02-08T00:00:00Z,0,2,18,0,2005020824,0,0.6666,0.4,0.4666,R,28,5,0,0,2,COL,1,0,1,5,EDM,6,2
26,33,22,Edmonton Oilers,2006-02-11T00:00:00Z,0,0,26,0,2005020846,0,0.7777,0.0,0.5937,H,38,9,0,0,3,MIN,1,0,1,6,EDM,9,2
22,21,22,Edmonton Oilers,2006-02-12T19:00:00Z,0,1,28,1,2005020858,1,0.75,0.2,0.6071,H,34,5,0,0,4,STL,1,1,0,4,EDM,4,1
31,12,22,Edmonton Oilers,2006-03-02T01:00:00Z,0,1,37,0,2005020876,0,0.5,0.1428,0.4745,H,28,7,0,0,2,STL,1,0,1,4,EDM,4,2
32,21,22,Edmonton Oilers,2006-03-04T00:00:00Z,0,0,30,0,2005020891,0,1.0,0.0,0.4285,H,24,4,1,0,3,SJS,1,2,0,2,EDM,3,0
37,20,22,Edmonton Oilers,2006-03-05T19:00:00Z,0,3,42,0,2005020904,0,0.8,0.2727,0.4307,H,28,11,1,0,3,NSH,1,2,0,2,EDM,5,1
26,26,22,Edmonton Oilers,2006-03-08T00:00:00Z,0,0,29,1,2005020923,1,0.5,0.0,0.4583,H,22,2,0,0,3,DAL,1,1,0,3,EDM,2,1
25,31,22,Edmonton Oilers,2006-03-10T00:30:00Z,0,0,21,0,2005020936,0,1.0,0.0,0.5535,R,31,3,0,0,2,SJS,1,0,1,5,EDM,4,0
31,31,22,Edmonton Oilers,2006-03-12T00:00:00Z,0,2,27,1,2005020946,0,1.0,0.3333,0.5303,R,35,6,0,0,3,CBJ,1,1,0,4,EDM,6,0
26,30,22,Edmonton Oilers,2006-03-12T23:00:00Z,0,2,27,0,2005020959,0,0.7,0.5,0.5357,R,30,4,0,0,3,MIN,1,0,1,4,EDM,10,3
33,31,22,Edmonton Oilers,2006-03-15T00:00:00Z,0,1,29,0,2005020973,0,0.875,0.3333,0.5285,R,37,3,1,0,2,MIN,1,2,0,1,EDM,8,1
30,20,22,Edmonton Oilers,2006-03-17T00:00:00Z,0,1,28,0,2005020985,0,1.0,0.1666,0.5,H,30,6,1,0,3,CGY,1,2,0,2,EDM,7,0
30,27,22,Edmonton Oilers,2006-03-19T01:00:00Z,0,0,28,1,2005021000,1,0.6,0.0,0.4545,H,25,6,0,0,3,DET,1,1,0,3,EDM,5,2
40,32,22,Edmonton Oilers,2006-03-22T00:00:00Z,0,0,30,0,2005021026,0,0.9,0.0,0.4871,H,38,5,0,0,1,VAN,1,0,1,4,EDM,10,1
27,19,22,Edmonton Oilers,2006-03-24T00:00:00Z,0,0,29,1,2005021038,1,1.0,0.0,0.5263,R,30,4,0,0,3,VAN,1,1,0,3,EDM,3,0
28,25,22,Edmonton Oilers,2006-03-26T00:00:00Z,0,1,29,0,2005021056,0,1.0,0.2,0.4509,R,23,5,1,0,3,VAN,1,2,0,2,EDM,4,0
39,34,22,Edmonton Oilers,2006-03-27T00:00:00Z,1,1,27,0,2005021062,0,1.0,0.1666,0.4179,R,28,6,1,0,3,COL,1,2,0,3,EDM,3,0
26,16,22,Edmonton Oilers,2006-03-29T00:00:00Z,0,2,25,0,2005021073,0,1.0,0.4,0.5666,H,34,5,0,0,2,MIN,1,0,1,3,EDM,5,0
29,20,22,Edmonton Oilers,2006-03-31T00:00:00Z,0,2,31,0,2005021087,0,1.0,0.6666,0.5322,H,33,3,1,0,4,LAK,1,2,0,0,EDM,4,0
37,26,22,Edmonton Oilers,2006-04-02T01:00:00Z,0,0,26,0,2005021104,0,0.6666,0.0,0.4861,H,35,5,0,0,1,CGY,1,0,1,4,EDM,6,2
34,34,22,Edmonton Oilers,2006-04-03T22:30:00Z,0,2,36,0,2005021119,0,1.0,0.5,0.4687,H,30,4,1,0,7,PHX,1,2,0,1,EDM,2,0
21,27,22,Edmonton Oilers,2006-04-06T23:00:00Z,0,0,33,1,2005021138,1,1.0,0.0,0.5116,R,22,3,0,0,1,MIN,1,1,0,1,EDM,4,0
38,26,22,Edmonton Oilers,2006-04-07T23:30:00Z,0,3,39,0,2005021145,0,0.6,0.6,0.4647,R,33,5,1,0,4,CHI,1,2,0,3,EDM,5,2
30,18,22,Edmonton Oilers,2006-04-09T22:00:00Z,0,1,37,0,2005021161,0,1.0,0.1428,0.4444,R,24,7,0,0,1,STL,1,0,1,2,EDM,8,0
39,27,22,Edmonton Oilers,2006-04-11T23:30:00Z,0,0,29,0,2005021175,0,0.8333,0.0,0.35,R,21,5,0,0,0,DET,1,0,1,2,EDM,6,1
31,24,22,Edmonton Oilers,2006-04-13T23:00:00Z,0,0,37,0,2005021193,0,1.0,0.0,0.415,H,22,5,1,0,2,ANA,1,2,0,1,EDM,4,0
24,18,22,Edmonton Oilers,2006-04-17T23:00:00Z,0,0,36,0,2005021218,0,1.0,0.0,0.4893,H,23,3,1,0,4,COL,1,2,0,2,EDM,2,0
18,32,22,Edmonton Oilers,2006-10-06T00:00:00Z,0,2,22,0,2006020011,0,1.0,0.25,0.5813,H,25,8,1,0,3,CGY,1,2,0,1,EDM,9,0
31,28,22,Edmonton Oilers,2006-10-08T00:00:00Z,0,1,22,0,2006020029,0,1.0,0.1666,0.4464,R,25,6,0,0,1,CGY,1,0,1,2,EDM,6,0
35,23,22,Edmonton Oilers,2006-10-13T00:00:00Z,0,2,32,0,2006020053,0,0.7,0.5,0.4262,H,26,4,1,0,6,SJS,1,2,0,4,EDM,10,3
24,42,22,Edmonton Oilers,2006-10-15T00:00:00Z,0,1,25,0,2006020070,0,1.0,0.1666,0.5384,R,28,6,1,0,4,COL,1,2,0,3,EDM,4,0
31,37,22,Edmonton Oilers,2006-10-16T23:00:00Z,0,0,18,0,2006020077,0,1.0,0.0,0.4259,R,23,6,0,0,1,VAN,1,0,1,2,EDM,6,0
22,22,22,Edmonton Oilers,2006-10-17T23:00:00Z,0,0,20,0,2006020082,0,0.8333,0.0,0.5769,H,30,8,1,0,2,VAN,1,2,0,1,EDM,6,1
21,27,22,Edmonton Oilers,2006-10-22T00:00:00Z,0,0,24,0,2006020115,0,1.0,0.0,0.58,H,29,5,1,0,3,DET,1,2,0,1,EDM,5,0
24,30,22,Edmonton Oilers,2006-10-23T23:00:00Z,0,2,39,0,2006020124,0,0.8,0.2,0.5862,H,34,10,1,0,5,PHX,1,2,0,2,EDM,5,1
27,20,22,Edmonton Oilers,2006-10-25T23:00:00Z,0,1,31,0,2006020134,0,1.0,0.2,0.4807,R,25,5,0,0,2,ANA,1,0,1,6,EDM,2,0
33,33,22,Edmonton Oilers,2006-10-26T23:00:00Z,0,1,34,0,2006020142,0,0.6,0.2,0.4677,R,29,5,0,0,2,PHX,1,0,1,6,EDM,5,2
19,19,22,Edmonton Oilers,2006-10-29T00:00:00Z,0,2,28,0,2006020155,0,1.0,0.3333,0.62,H,31,6,1,0,4,WSH,1,2,0,0,EDM,3,0
22,32,22,Edmonton Oilers,2006-11-02T01:00:00Z,0,0,25,0,2006020176,0,0.6666,0.0,0.6393,H,39,3,0,0,3,NSH,1,0,1,5,EDM,3,1
27,26,22,Edmonton Oilers,2006-11-04T00:30:00Z,0,0,26,0,2006020190,0,1.0,0.0,0.4905,H,26,5,0,0,2,DAL,1,0,1,3,EDM,2,0
25,36,22,Edmonton Oilers,2006-11-08T00:30:00Z,0,0,28,1,2006020212,1,1.0,0.0,0.5535,R,31,4,0,0,2,MTL,1,1,0,2,EDM,9,0
32,45,22,Edmonton Oilers,2006-11-09T01:00:00Z,0,0,16,0,2006020219,0,0.8571,0.0,0.4666,R,28,6,0,0,0,DET,1,0,1,3,EDM,7,1
30,27,22,Edmonton Oilers,2006-11-11T00:00:00Z,0,0,29,0,2006020228,0,0.8,0.0,0.4736,R,27,4,1,0,4,CBJ,1,2,0,1,EDM,5,1
26,30,22,Edmonton Oilers,2006-11-12T18:00:00Z,0,1,33,0,2006020246,0,1.0,0.2,0.5666,R,34,5,0,0,3,STL,1,0,1,5,EDM,3,0
29,34,22,Edmonton Oilers,2006-11-14T00:00:00Z,0,1,32,0,2006020253,0,1.0,0.1111,0.4727,R,26,9,1,0,2,COL,1,2,0,1,EDM,6,0
29,27,22,Edmonton Oilers,2006-11-17T00:00:00Z,0,4,28,0,2006020270,0,1.0,0.4,0.4912,H,28,10,1,0,6,STL,1,2,0,2,EDM,3,0
32,41,22,Edmonton Oilers,2006-11-19T01:00:00Z,1,0,21,0,2006020292,0,1.0,0.0,0.4666,H,28,3,1,0,3,DET,1,2,0,3,EDM,2,0
25,24,22,Edmonton Oilers,2006-11-22T00:00:00Z,0,1,25,0,2006020306,0,1.0,0.3333,0.5762,H,34,3,1,0,2,CGY,1,2,0,1,EDM,6,0
24,28,22,Edmonton Oilers,2006-11-25T00:00:00Z,0,2,24,0,2006020333,0,1.0,0.5,0.5471,H,29,4,1,0,5,CHI,1,2,0,1,EDM,2,0
28,26,22,Edmonton Oilers,2006-11-29T00:00:00Z,0,0,22,1,2006020358,0,0.6666,0.0,0.5,H,28,4,0,0,2,ANA,1,1,0,3,EDM,3,1
24,29,22,Edmonton Oilers,2006-12-01T00:00:00Z,0,0,24,0,2006020370,0,0.5,0.0,0.5384,H,28,1,0,0,3,COL,1,0,1,7,EDM,2,1
25,23,22,Edmonton Oilers,2006-12-02T23:00:00Z,0,0,21,0,2006020388,0,0.6666,0.0,0.537,H,29,5,0,0,0,CBJ,1,0,1,4,EDM,3,1
28,36,22,Edmonton Oilers,2006-12-05T00:00:00Z,0,1,18,0,2006020396,0,1.0,0.5,0.5254,R,31,2,1,0,4,VAN,1,2,0,0,EDM,5,0
27,29,22,Edmonton Oilers,2006-12-07T00:30:00Z,0,0,24,0,2006020408,0,1.0,0.0,0.55,H,33,4,1,0,3,CAR,1,2,0,1,EDM,3,0
27,22,22,Edmonton Oilers,2006-12-09T00:30:00Z,0,1,15,0,2006020422,0,1.0,0.2,0.5714,R,36,5,1,0,2,DAL,1,2,0,0,EDM,5,0
31,27,22,Edmonton Oilers,2006-12-10T23:00:00Z,0,0,19,0,2006020440,0,1.0,0.0,0.4464,R,25,5,0,0,1,CHI,1,0,1,4,EDM,10,0
32,30,22,Edmonton Oilers,2006-12-13T00:00:00Z,0,0,40,0,2006020451,0,0.75,0.0,0.4666,R,28,3,0,0,2,NSH,1,0,1,3,EDM,4,1
23,25,22,Edmonton Oilers,2006-12-15T00:00:00Z,0,0,25,0,2006020465,0,1.0,0.0,0.5818,H,32,4,1,0,3,MIN,1,2,0,1,EDM,4,0
27,17,22,Edmonton Oilers,2006-12-16T00:00:00Z,0,0,19,0,2006020472,0,1.0,0.0,0.5178,R,29,5,0,0,1,COL,1,0,1,4,EDM,4,0
30,30,22,Edmonton Oilers,2006-12-20T00:00:00Z,0,0,37,0,2006020501,0,0.5714,0.0,0.5652,H,39,4,0,0,6,COL,1,0,1,7,EDM,7,3
29,23,22,Edmonton Oilers,2006-12-22T00:00:00Z,0,0,31,0,2006020514,0,0.875,0.0,0.5322,R,33,6,1,0,3,PHX,1,2,0,2,EDM,8,1
24,26,22,Edmonton Oilers,2006-12-24T00:00:00Z,0,2,22,0,2006020531,0,1.0,0.5,0.5862,R,34,4,0,0,2,DAL,1,0,1,3,EDM,6,0
31,38,22,Edmonton Oilers,2006-12-29T00:00:00Z,0,3,39,0,2006020557,0,0.5714,0.375,0.4745,H,28,8,0,0,4,LAK,1,0,1,7,EDM,7,3
26,25,22,Edmonton Oilers,2006-12-31T01:00:00Z,0,0,37,0,2006020577,0,0.6,0.0,0.5937,H,38,9,0,0,2,VAN,1,0,1,6,EDM,5,2
34,24,22,Edmonton Oilers,2006-12-31T23:00:00Z,0,2,24,0,2006020582,0,0.8333,0.25,0.4687,R,30,8,0,0,2,CGY,1,0,1,4,EDM,6,1
24,26,22,Edmonton Oilers,2007-01-03T00:00:00Z,0,1,33,0,2006020597,0,0.75,0.2,0.5714,H,32,5,1,0,4,FLA,1,2,0,1,EDM,4,1
25,35,22,Edmonton Oilers,2007-01-05T00:00:00Z,0,1,30,1,2006020609,1,0.6,0.25,0.537,H,29,4,0,0,5,DAL,1,1,0,5,EDM,5,2
22,24,22,Edmonton Oilers,2007-01-06T00:00:00Z,0,0,28,1,2006020615,0,1.0,0.0,0.5111,R,23,2,0,0,2,VAN,1,1,0,3,EDM,2,0
24,35,22,Edmonton Oilers,2007-01-09T00:30:00Z,0,1,29,0,2006020634,0,1.0,0.1428,0.6,R,36,7,1,0,2,LAK,1,2,0,1,EDM,5,0
29,34,22,Edmonton Oilers,2007-01-11T00:30:00Z,0,2,16,0,2006020649,0,0.75,0.2222,0.4821,R,27,9,1,0,3,SJS,1,2,0,2,EDM,4,1
25,27,22,Edmonton Oilers,2007-01-13T00:00:00Z,0,0,34,0,2006020663,0,1.0,0.0,0.5614,H,32,3,0,0,2,MIN,1,0,1,4,EDM,8,0
30,21,22,Edmonton Oilers,2007-01-14T01:00:00Z,0,1,22,0,2006020676,0,0.75,0.3333,0.423,R,22,3,0,0,1,CGY,1,0,1,3,EDM,4,1
24,29,22,Edmonton Oilers,2007-01-17T00:00:00Z,0,2,18,0,2006020693,0,1.0,0.4,0.5862,R,34,5,1,0,2,MIN,1,2,0,1,EDM,6,0
26,24,22,Edmonton Oilers,2007-01-19T00:00:00Z,0,0,20,0,2006020708,0,1.0,0.0,0.4901,H,25,5,1,0,4,ANA,1,2,0,1,EDM,3,0
24,23,22,Edmonton Oilers,2007-01-21T01:00:00Z,0,0,32,0,2006020725,0,0.8,0.0,0.619,H,39,6,0,0,0,CGY,1,0,1,4,EDM,5,1
23,38,22,Edmonton Oilers,2007-01-27T00:00:00Z,0,0,21,0,2006020737,0,0.875,0.0,0.574,H,31,2,0,0,1,SJS,1,0,1,5,EDM,8,1
28,35,22,Edmonton Oilers,2007-01-28T01:00:00Z,0,0,31,0,2006020748,0,0.8,0.0,0.4909,H,27,2,1,0,4,LAK,1,2,0,3,EDM,5,1
26,22,22,Edmonton Oilers,2007-02-01T01:00:00Z,0,2,37,0,2006020769,0,0.5,0.6666,0.5806,H,36,3,1,0,5,CBJ,1,2,0,2,EDM,2,1
26,34,22,Edmonton Oilers,2007-02-02T00:00:00Z,0,0,32,0,2006020779,0,1.0,0.0,0.5185,R,28,7,0,0,3,VAN,1,0,1,5,EDM,7,0
25,39,22,Edmonton Oilers,2007-02-03T18:00:00Z,0,1,28,0,2006020786,0,1.0,0.2,0.5689,R,33,5,1,0,3,COL,1,2,0,2,EDM,5,0
27,25,22,Edmonton Oilers,2007-02-07T00:00:00Z,0,0,30,0,2006020812,0,0.6,0.0,0.5846,H,38,2,0,0,2,VAN,1,0,1,5,EDM,5,2
23,33,22,Edmonton Oilers,2007-02-10T00:00:00Z,0,1,32,0,2006020830,0,0.6666,0.5,0.5576,H,29,2,1,0,2,CHI,1,2,0,1,EDM,3,1
27,30,22,Edmonton Oilers,2007-02-11T23:30:00Z,0,2,32,0,2006020846,0,1.0,0.2857,0.5846,H,38,7,1,0,5,ATL,1,2,0,1,EDM,6,0
32,23,22,Edmonton Oilers,2007-02-14T00:00:00Z,0,0,32,0,2006020848,0,0.6,0.0,0.4666,R,28,7,0,0,0,BOS,1,0,1,3,EDM,5,2
25,31,22,Edmonton Oilers,2007-02-16T00:00:00Z,0,0,28,1,2006020863,0,1.0,0.0,0.5,R,25,1,0,0,1,BUF,1,1,0,2,EDM,3,0
43,35,22,Edmonton Oilers,2007-02-18T00:00:00Z,0,1,31,0,2006020876,0,0.75,0.3333,0.3582,R,24,3,0,0,3,TOR,1,0,1,4,EDM,4,1
22,34,22,Edmonton Oilers,2007-02-21T00:30:00Z,0,1,30,1,2006020899,1,1.0,0.3333,0.551,R,27,3,0,0,3,OTT,1,1,0,3,EDM,2,0
34,28,22,Edmonton Oilers,2007-02-23T00:00:00Z,0,2,28,0,2006020912,0,1.0,0.2857,0.4333,R,26,7,1,0,4,CBJ,1,2,0,0,EDM,5,0
38,30,22,Edmonton Oilers,2007-02-24T00:30:00Z,1,1,26,0,2006020920,0,0.6666,0.25,0.377,R,23,4,1,0,3,DET,1,2,0,3,EDM,6,2
22,27,22,Edmonton Oilers,2007-02-25T18:00:00Z,0,0,20,0,2006020934,0,0.5,0.0,0.5686,R,29,4,0,0,1,MIN,1,0,1,4,EDM,2,1
27,32,22,Edmonton Oilers,2007-02-28T00:00:00Z,0,0,26,0,2006020954,0,0.3333,0.0,0.4807,H,25,4,0,0,0,PHX,1,0,1,3,EDM,3,2
27,27,22,Edmonton Oilers,2007-03-02T00:00:00Z,0,0,30,0,2006020964,0,0.6666,0.0,0.4705,H,24,3,0,0,0,MIN,1,0,1,5,EDM,6,2
22,35,22,Edmonton Oilers,2007-03-04T01:00:00Z,0,0,34,0,2006020980,0,1.0,0.0,0.6393,H,39,3,0,0,2,CGY,1,0,1,4,EDM,4,0
30,25,22,Edmonton Oilers,2007-03-08T01:00:00Z,0,0,30,0,2006021003,0,0.5,0.0,0.4,H,20,2,0,0,1,TBL,1,0,1,3,EDM,2,1
26,32,22,Edmonton Oilers,2007-03-10T00:00:00Z,0,0,29,0,2006021018,0,0.6,0.0,0.5593,R,33,1,0,0,1,ANA,1,0,1,5,EDM,5,2
28,31,22,Edmonton Oilers,2007-03-11T21:00:00Z,0,0,22,0,2006021035,0,0.6666,0.0,0.4814,R,26,1,0,0,0,SJS,1,0,1,3,EDM,3,1
